iter	MultiClass
142	0.2892206392
143	0.2887671506
144	0.2883438085
145	0.2878163976
146	0.2868519667
147	0.2864659254
148	0.2859314687
149	0.2853534981
150	0.2848043793
151	0.2844403735
152	0.2837166147
153	0.2832941151
154	0.282831179
155	0.282111529
156	0.2813869982
157	0.2808378567
158	0.2803671985
159	0.2799195684
160	0.279327958
161	0.2789142485
162	0.2785635748
163	0.2780121838
164	0.2774822715
165	0.2771582704
166	0.2767159763
167	0.2763604893
168	0.2759340428
169	0.2756784981
170	0.2752771829
171	0.2748076054
172	0.2745003559
173	0.2740333085
174	0.2734518156
175	0.2729471121
176	0.2724485521
177	0.2722121399
178	0.2717881646
179	0.2714518742
180	0.2712147869
181	0.2707806219
182	0.2704020524
183	0.2701640368
184	0.2697273552
185	0.2693902614
186	0.2690957862
187	0.2687922367
188	0.2685026827
189	0.2683439366
190	0.26797022
191	0.267585282
192	0.2672676274
193	0.2668914884
194	0.2665596518
195	0.2662508182
196	0.2658018371
197	0.2655555117
198	0.2653147598
199	0.2649432012
200	0.2646747305
201	0.2642388859
202	0.2637210837
203	0.2634736084
204	0.2630415222
205	0.2626529695
206	0.2622985825
207	0.2619910127
208	0.2616823653
209	0.2611762538
210	0.2608786335
211	0.2606750331
212	0.2604306152
213	0.2600724952
214	0.2597179324
215	0.2595324519
216	0.2591300842
217	0.2589582043
218	0.2587538834
219	0.2584846331
220	0.2581300523
221	0.2579862738
222	0.2577946408
223	0.2574811845
224	0.257275415
225	0.2570270957
226	0.25674981
227	0.2565275117
228	0.2562557229
229	0.2559920647
230	0.2557656568
231	0.2555324509
232	0.2551948754
233	0.2546901499
234	0.2543991129
235	0.2541909899
236	0.2539740466
237	0.253687687
238	0.2534488706
239	0.2532392961
240	0.2529400291
241	0.2527342625
242	0.2525159214
243	0.2523028701
244	0.2519022151
245	0.2514236234
246	0.2512419991
247	0.2510731086
248	0.2508716501
249	0.2506176201
250	0.2503312831
251	0.2500515426
252	0.2498149753
253	0.2495327621
254	0.2492850331
255	0.2491238958
256	0.2488779817
257	0.248571574
258	0.2482960812
259	0.2480270034
260	0.2477365671
261	0.2473262393
262	0.2470569186
263	0.246820653
264	0.2466703284
265	0.2464066532
266	0.2462766437
267	0.245997872
268	0.245858835
269	0.2456525985
270	0.2453876316
271	0.2451620836
272	0.2449471253
273	0.2447662299
274	0.2444923612
275	0.2443291664
276	0.2442239171
277	0.244091418
278	0.2437944351
279	0.2435591862
280	0.2434241777
281	0.2432002054
282	0.2430398274
283	0.2428290967
284	0.242584076
285	0.2422716701
286	0.2420212782
287	0.2416942123
288	0.2414610423
289	0.2412098543
290	0.240964646
291	0.2406903823
292	0.2403941839
293	0.2402026827
294	0.2399606725
295	0.2397324204
296	0.2394566607
297	0.2392074758
298	0.2390191764
299	0.2389177314
300	0.2387987322
301	0.2386738429
302	0.238374685
303	0.2380245875
304	0.2377489299
305	0.2375066074
306	0.237356565
307	0.2371495568
308	0.2368965311
309	0.2367159053
310	0.2364568864
311	0.2363077624
312	0.2361357687
313	0.2358460657
314	0.2356010673
315	0.2354438875
316	0.2353531505
317	0.2351642159
318	0.2349661342
319	0.2348629478
320	0.2346362784
321	0.2343525796
322	0.2341905966
323	0.2339716471
324	0.2338415569
325	0.2336239009
326	0.2333704675
327	0.2330956523
328	0.2329953926
329	0.2326983661
330	0.2324381213
331	0.2323155187
332	0.2320240954
333	0.2317413108
334	0.2314488098
335	0.2313501974
336	0.2310536784
337	0.2308259641
338	0.2307095958
339	0.2305759926
340	0.2304479505
341	0.2302901294
342	0.2301775798
343	0.2299784177
344	0.2297791498
345	0.2295433406
346	0.2294003907
347	0.2291153335
348	0.2289576983
349	0.2287665203
350	0.2285843312
351	0.2284313404
352	0.2281347987
353	0.2279672463
354	0.2277507894
355	0.2274824158
356	0.2272964533
357	0.2271676504
358	0.2268400467
359	0.2267206517
360	0.2264743559
361	0.226296872
362	0.226042136
363	0.2259615927
364	0.2257842394
365	0.2255816008
366	0.225424461
367	0.2252095674
368	0.2250866619
369	0.2247267478
370	0.224501101
371	0.2243052282
372	0.224045864
373	0.2237764766
374	0.2235391173
375	0.2233733913
376	0.2232979209
377	0.2231537572
378	0.222990479
379	0.2228390982
380	0.2226073067
381	0.2224697325
382	0.2222435878
383	0.2220561865
384	0.2218578207
385	0.2215960189
386	0.2213952247
387	0.2212106725
388	0.2210735583
389	0.2209269725
390	0.2207509189
391	0.2205002215
392	0.2201753983
393	0.2199663884
394	0.2198478701
395	0.2195884737
396	0.2194321619
397	0.2193310497
398	0.2191532614
399	0.2190416966
400	0.2189146126
401	0.2186395122
402	0.2183943058
403	0.2181416344
404	0.2180076018
405	0.2179090514
406	0.2177249254
407	0.2176104072
408	0.217381212
409	0.2172294349
410	0.2170772202
411	0.2168714253
412	0.2167870276
413	0.2166611488
414	0.2165721024
415	0.2164442465
416	0.216301451
417	0.216070297
418	0.215912592
419	0.2158199209
420	0.2156361224
421	0.2155424642
422	0.2154500878
423	0.2152570547
424	0.2151554608
425	0.2149359021
426	0.2148278643
427	0.2147001716
428	0.2145644809
429	0.2144297717
430	0.2143447334
431	0.2142149023
432	0.2141219152
433	0.2139498044
434	0.2137552474
435	0.2135840478
436	0.2134427926
437	0.2132360134
438	0.212969716
439	0.2127566556
440	0.2124645793
441	0.2123188798
442	0.2122173993
443	0.2120297315
444	0.2118964521
445	0.2117092204
446	0.2116261973
447	0.2113881695
448	0.2111597224
449	0.2110558771
450	0.2108647319
451	0.2106782027
452	0.210591647
453	0.2104963478
454	0.2103701556
455	0.2102034354
456	0.210097708
457	0.2099704861
458	0.2098333651
459	0.2097266768
460	0.2095570867
461	0.2093968819
462	0.2092509401
463	0.2091366236
464	0.2090418486
465	0.2089152545
466	0.2086913767
467	0.2086079772
468	0.2084504084
469	0.2083899306
470	0.2083039529
471	0.2082074761
472	0.2080444727
473	0.2078288674
474	0.2076861619
475	0.2075168428
476	0.2073925431
477	0.2071917111
478	0.2071343532
479	0.2069423195
480	0.206797595
481	0.2066543734
482	0.2065353397
483	0.2063360833
484	0.2060840051
485	0.2059770259
486	0.2058581273
487	0.2058041621
488	0.2057381507
489	0.2056342023
490	0.2055135911
491	0.2053380129
492	0.2052134607
493	0.2049959914
494	0.2048719563
495	0.2047605845
496	0.2046669549
497	0.2044920684
498	0.2042973973
499	0.2041320325
500	0.2040139496
501	0.2039020832
502	0.2038300277
503	0.2036789463
504	0.2035406968
505	0.2033522846
506	0.2032173676
507	0.2031061167
508	0.2029350197
509	0.2027651995
510	0.2025970448
511	0.2024794086
512	0.2023775112
513	0.2022474441
514	0.202123936
515	0.2019025202
516	0.2018267763
517	0.2016499393
518	0.2015755673
519	0.2015304807
520	0.2012869437
521	0.20118386
522	0.2011266544
523	0.2010247516
524	0.2008111714
525	0.2007056248
526	0.2006068046
527	0.2005191981
528	0.2004175001
529	0.2002289305
530	0.2001090748
531	0.1999523648
532	0.1997806199
533	0.1996508279
534	0.1995061932
535	0.1992963775
536	0.1992147582
537	0.1990488534
538	0.1988879515
539	0.1987642208
540	0.1986763566
541	0.1985994302
542	0.1985111172
543	0.1984415214
544	0.1983566766
545	0.1982758508
546	0.198125102
547	0.1979255506
548	0.1977502368
549	0.1976045698
550	0.1974443902
551	0.197295596
552	0.1971577981
553	0.1970882547
554	0.1969194734
555	0.1967160243
556	0.1966109525
557	0.1965236054
558	0.1963563689
559	0.1962276432
560	0.1960264303
561	0.1959421487
562	0.1958478772
563	0.1957426197
564	0.195631017
565	0.1955524064
566	0.1953586996
567	0.1952275951
568	0.1951123081
569	0.1950219419
570	0.1949246011
571	0.1948188808
572	0.1947014068
573	0.1945849783
574	0.1945175161
575	0.1944262914
576	0.1943140461
577	0.194209429
578	0.1940642403
579	0.1939238979
580	0.1938415733
581	0.1937011916
582	0.1935689088
583	0.1934431292
584	0.1933033307
585	0.193234073
586	0.1930860882
587	0.193009339
588	0.1929197108
589	0.1928252339
590	0.1927254239
591	0.1926280303
592	0.1925468401
593	0.1923861706
594	0.192214378
595	0.192022735
596	0.1919587519
597	0.1918847511
598	0.1917692297
599	0.1916745156
600	0.1915190224
601	0.1914395064
602	0.1913798543
603	0.1913013649
604	0.1912227719
605	0.1910333184
606	0.1909486517
607	0.1908223675
608	0.1907237377
609	0.1906430014
610	0.1905780681
611	0.1905060427
612	0.1903515254
613	0.1902503085
614	0.1900932047
615	0.1899727187
616	0.1898218938
617	0.1896928336
618	0.189615638
619	0.1895363173
620	0.1894413423
621	0.1893192457
622	0.1892424701
623	0.1891070478
624	0.1889216081
625	0.1888410172
626	0.188792448
627	0.1887389371
628	0.1885971462
629	0.1884563647
630	0.1883126991
631	0.1881842826
632	0.1880997073
633	0.1879921882
634	0.1878995204
635	0.1877421615
636	0.1876246925
637	0.1875382654
638	0.1874225915
639	0.187306414
640	0.1872473883
641	0.187122007
642	0.1870272059
643	0.1869632281
644	0.1868484097
645	0.1867108065
646	0.1866417982
647	0.1864360951
648	0.186375665
649	0.1862786338
650	0.1861343687
651	0.186071451
652	0.1859638132
653	0.1858892454
654	0.1857021954
655	0.185597624
656	0.1855184029
657	0.1854476782
658	0.1852659222
659	0.1850386653
660	0.1849426588
661	0.1847999816
662	0.1846518377
663	0.184576845
664	0.1845181968
665	0.1844172554
666	0.1842406157
667	0.1841802197
668	0.1840436617
669	0.1839135836
670	0.1837951424
671	0.1837212467
672	0.1836597642
673	0.1835276138
674	0.1833907125
675	0.1832649852
676	0.1831595358
677	0.1830381445
678	0.1829579411
679	0.1828738856
680	0.1828351416
681	0.1827574084
682	0.1826637675
683	0.1825736795
684	0.1825171213
685	0.1823840863
686	0.1822948753
687	0.1821896371
688	0.1820828837
689	0.1819884946
690	0.1818648812
691	0.1817555097
692	0.1816747984
693	0.1815626701
694	0.1814538058
695	0.1813621961
696	0.1812110714
697	0.181086658
698	0.1810048133
699	0.1808582103
700	0.1807474607
701	0.1806965245
702	0.1806431807
703	0.1805876767
704	0.1805078137
705	0.180427522
706	0.1803800964
707	0.1802921037
708	0.1802109107
709	0.1800599748
710	0.1800186441
711	0.1797974615
712	0.1796736992
713	0.1796042991
714	0.1794872272
715	0.1793414174
716	0.1792596579
717	0.179191934
718	0.1791005148
719	0.1789809679
720	0.1789299041
721	0.17882713
722	0.1787673499
723	0.1786608319
724	0.1786136502
725	0.1785016964
726	0.1784255062
727	0.1783088801
728	0.1782258547
729	0.1781418663
730	0.1780396292
731	0.1779420114
732	0.1778823254
733	0.1778114927
734	0.1776797917
735	0.1775090088
736	0.1774124239
737	0.1773460409
738	0.1772391698
739	0.1771841927
740	0.177112736
741	0.1770200219
742	0.176924241
743	0.1768482208
744	0.1767753382
745	0.1766375103
746	0.1765624158
747	0.1764256179
748	0.1763597033
749	0.1761808346
750	0.1760633039
751	0.1759760069
752	0.1759076051
753	0.1757827965
754	0.1756695689
755	0.1755752285
756	0.1755014567
757	0.17538432
758	0.1752767965
759	0.1752102878
760	0.1751235267
761	0.1750231128
762	0.1749775954
763	0.1749242901
764	0.1748575113
765	0.1747251421
766	0.174666916
767	0.1746002448
768	0.1745382169
769	0.1744727492
770	0.1744426192
771	0.1743158133
772	0.1742168593
773	0.1740944282
774	0.1740157341
775	0.1738977171
776	0.1738268441
777	0.1737059057
778	0.17361209
779	0.1735544938
780	0.1734350371
781	0.173384767
782	0.1733243995
783	0.1732518514
784	0.1731560673
785	0.1730809455
786	0.1729369902
787	0.1728079472
788	0.1727398451
789	0.1725996901
790	0.172386948
791	0.172311594
792	0.1722385273
793	0.1721240456
794	0.1720486564
795	0.1719539344
796	0.171804465
797	0.1716504896
798	0.1715869297
799	0.1714926153
800	0.1713833762
801	0.1713048094
802	0.17122809
803	0.1711358255
804	0.1710319815
805	0.1709900488
806	0.1709056254
807	0.1708767823
808	0.1707885992
809	0.170683475
810	0.17063321
811	0.1705822834
812	0.1704636481
813	0.1703604329
814	0.1702135623
815	0.1701294862
816	0.1700625894
817	0.1700265037
818	0.1699717192
819	0.1699193677
820	0.1698520261
821	0.1697636499
822	0.1696367937
823	0.1695881712
824	0.1695270432
825	0.1693904099
826	0.1692948489
827	0.1692476265
828	0.1691480285
829	0.1690668853
830	0.1689836752
831	0.1689168914
832	0.1688300926
833	0.1687804553
834	0.1686781674
835	0.1686279773
836	0.1685221221
837	0.1684626584
838	0.1683072682
839	0.1682135327
840	0.1681448847
841	0.1681096978
842	0.1680506901
843	0.1679643142
844	0.1678780345
845	0.1678095781
846	0.1677162705
847	0.1676004
848	0.1675168047
849	0.1674423038
850	0.1674058866
851	0.1672362976
852	0.1671721821
853	0.1670527093
854	0.1670067309
855	0.1669253426
856	0.1668361809
857	0.1667166924
858	0.1665903771
859	0.1665185581
860	0.1664200758
861	0.1663234987
862	0.1662727861
863	0.1661841107
864	0.16612035
865	0.1660652668
866	0.1660185872
867	0.1659006501
868	0.1658185306
869	0.1657567928
870	0.1657250719
871	0.1656495288
872	0.1655620277
873	0.1654647488
874	0.1653939005
875	0.1652671995
876	0.1651721444
877	0.165059465
878	0.164967516
879	0.1648361084
880	0.1647171403
881	0.1646069958
882	0.1645361329
883	0.1644260702
884	0.1643291268
885	0.1642707378
886	0.1641858025
887	0.1641197836
888	0.1640557071
889	0.1639685631
890	0.1638458428
891	0.1636806657
892	0.1636202106
893	0.1635404715
894	0.1635048153
895	0.163428927
896	0.1633256803
897	0.1632049083
898	0.163057256
899	0.1629866974
900	0.162878215
901	0.1628214881
902	0.1627061365
903	0.1626192344
904	0.1625491428
905	0.1624608983
906	0.1623334599
907	0.1622200859
908	0.1621068649
909	0.1620623113
910	0.161938838
911	0.1618629651
912	0.1617577494
913	0.1616827037
914	0.1616347297
915	0.1615444361
916	0.1614513844
917	0.1613607051
918	0.1612872641
919	0.1612188447
920	0.1611721198
921	0.1611297749
922	0.161021264
923	0.1609000203
924	0.1607881737
925	0.1607522139
926	0.1607127249
927	0.1606506516
928	0.1605889447
929	0.1604903688
930	0.1604186953
931	0.16035342
932	0.1602856567
933	0.1601671416
934	0.1601160105
935	0.1600321456
936	0.1599394336
937	0.1598264824
938	0.1597725655
939	0.1597408449
940	0.1596717218
941	0.1595679655
942	0.1594641009
943	0.15937344
944	0.1593189798
945	0.1592185141
946	0.1591559663
947	0.1590908547
948	0.1590136473
949	0.1588798101
950	0.1588045444
951	0.1587178295
952	0.1586038856
953	0.1584665345
954	0.1583984693
955	0.1583735006
956	0.1582408511
957	0.1581145806
958	0.1579712857
959	0.157874695
960	0.157832838
961	0.1577725313
962	0.1577046699
963	0.1576568697
964	0.1576024211
965	0.1575424555
966	0.1574787296
967	0.1573701468
968	0.1573361247
969	0.157244257
970	0.1571430329
971	0.1570670154
972	0.1569743317
973	0.1568709134
974	0.1568288065
975	0.1567474567
976	0.1566821513
977	0.1565734312
978	0.1565279165
979	0.1564602196
980	0.1563957582
981	0.1563172508
982	0.1562163543
983	0.1561610258
984	0.15607285
985	0.1559712654
986	0.1557887842
987	0.1557390691
988	0.1556121099
989	0.1554789159
990	0.1553537417
991	0.1552225407
992	0.1551080378
993	0.1550574857
994	0.1550154315
995	0.1549660489
996	0.1548856305
997	0.1548440077
998	0.154710836
999	0.1545514111
